Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,source_file
APPROVED,2025-02-25T09:13:20.505000Z,2025-02-25T09:42:42.775000Z,2025-02-25T09:42:44.776000Z,2025-02-25T09:42:44.090321Z,1763.0,29,60,Male,White,Australia,Australia,Australia,English,No,Full-Time,prolific_export_67b73af9a1d1d8e5a2bf6666.csv
APPROVED,2025-02-25T09:13:42.816000Z,2025-02-25T09:34:54.136000Z,2025-02-25T09:34:55.944000Z,2025-02-25T09:35:08.469064Z,1272.0,1687,59,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",prolific_export_67b73af9a1d1d8e5a2bf6666.csv
APPROVED,2025-02-25T09:15:08.596000Z,2025-02-25T09:36:22.357000Z,2025-02-25T09:36:26.129000Z,2025-02-25T09:36:23.072962Z,1274.0,315,35,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,prolific_export_67b73af9a1d1d8e5a2bf6666.csv
APPROVED,2025-02-25T09:16:28.125000Z,2025-02-25T09:51:52.333000Z,2025-02-25T09:51:53.238000Z,2025-02-25T09:51:53.137628Z,2125.0,1087,29,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time,prolific_export_67b73af9a1d1d8e5a2bf6666.csv
APPROVED,2025-02-25T09:15:28.327000Z,2025-02-25T09:34:43.146000Z,2025-02-25T09:34:45.922000Z,2025-02-25T09:34:47.944679Z,1155.0,4,42,Male,White,Ireland,United Kingdom,Ireland,English,No,Full-Time,prolific_export_67b73af9a1d1d8e5a2bf6666.csv
RETURNED,2025-02-25T09:34:45.037000Z,,,2025-02-25T13:09:24.688104Z,,993,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,prolific_export_67b73af9a1d1d8e5a2bf6666.csv
APPROVED,2025-02-25T09:28:19.743000Z,2025-02-25T09:55:07.985000Z,2025-02-25T09:55:10.236000Z,2025-02-25T09:55:09.035787Z,1609.0,533,46,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking),prolific_export_67b73af9a1d1d8e5a2bf6666.csv
APPROVED,2025-02-25T09:30:45.485000Z,2025-02-25T09:56:35.099000Z,2025-02-25T09:56:38.921000Z,2025-02-25T09:56:36.231036Z,1550.0,197,56,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED,prolific_export_67b73af9a1d1d8e5a2bf6666.csv
APPROVED,2025-02-25T09:32:44.196000Z,2025-02-25T09:54:06.943000Z,2025-02-25T09:54:09.604000Z,2025-02-25T09:54:07.581217Z,1283.0,523,49,Female,White,United States,United States,United States,English,No,Other,prolific_export_67b73af9a1d1d8e5a2bf6666.csv
APPROVED,2025-02-25T09:35:18.356000Z,2025-02-25T09:57:13.095000Z,2025-02-25T09:57:14.598000Z,2025-02-25T09:57:14.505117Z,1315.0,1253,32,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,prolific_export_67b73af9a1d1d8e5a2bf6666.csv
APPROVED,2025-02-25T09:35:00.700000Z,2025-02-25T09:46:55.418000Z,2025-03-05T17:19:36.770000Z,2025-02-25T09:46:56.584143Z,715.0,2972,36,Male,White,United States,United Kingdom,United States,English,No,DATA_EXPIRED,prolific_export_67b73af9a1d1d8e5a2bf6666.csv
APPROVED,2025-02-25T09:37:11.828000Z,2025-02-25T10:03:35.076000Z,2025-02-25T10:03:37.478000Z,2025-02-25T10:03:36.232648Z,1584.0,78,35,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time,prolific_export_67b73af9a1d1d8e5a2bf6666.csv
APPROVED,2025-02-25T09:41:36.828000Z,2025-02-25T10:31:39.816000Z,2025-02-25T10:31:43.735000Z,2025-02-25T10:31:43.661319Z,3003.0,849,57,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED,prolific_export_67b73af9a1d1d8e5a2bf6666.csv
APPROVED,2025-02-25T09:45:07.729000Z,2025-02-25T10:03:22.991000Z,2025-02-25T10:03:25.461000Z,2025-02-25T10:03:23.866626Z,1096.0,1955,39,Male,White,United Kingdom,United Kingdom,Cyprus,English,No,Full-Time,prolific_export_67b73af9a1d1d8e5a2bf6666.csv
